% {"flow_id": 6970, "openml_server": "https://www.openml.org/api/v1/xml", "col_parameters": ["adaboostclassifier__algorithm", "adaboostclassifier__learning_rate", "adaboostclassifier__base_estimator__max_depth", "adaboostclassifier__n_estimators", "columntransformer__numeric__imputer__strategy"], "col_measures": ["predictive_accuracy"], "normalized_y": false, "study_id": "OpenML100", "num_runs": 400}
@RELATION openml-meta-flow-6970

@ATTRIBUTE adaboostclassifier__algorithm {SAMME, SAMME.R}
@ATTRIBUTE adaboostclassifier__learning_rate NUMERIC
@ATTRIBUTE adaboostclassifier__base_estimator__max_depth NUMERIC
@ATTRIBUTE adaboostclassifier__n_estimators NUMERIC
@ATTRIBUTE columntransformer__numeric__imputer__strategy {median, mean, most_frequent}
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE task_id NUMERIC

@DATA
SAMME,0.2151235633622347,2,386,mean,0.522277,9970
SAMME.R,1.135608690748264,5,115,median,0.607261,9970
SAMME,0.12889690755144578,2,54,median,0.508251,9970
SAMME,0.14563983992669793,5,402,most_frequent,0.556931,9970
SAMME.R,0.8195247205122739,3,323,most_frequent,0.570957,9970
SAMME.R,0.02263734147977995,2,480,most_frequent,0.570132,9970
SAMME.R,0.143278235112064,3,239,mean,0.579208,9970
SAMME,1.4058036317286053,3,470,median,0.552805,9970
SAMME,0.45263199299703816,7,290,most_frequent,0.569307,9970
SAMME,0.976701206875391,6,438,most_frequent,0.570957,9970
SAMME.R,0.013655274026282862,8,347,median,0.575083,9970
SAMME,1.3644287914632396,5,394,mean,0.583333,9970
SAMME.R,0.04361178299702022,4,110,most_frequent,0.566832,9970
SAMME,0.02497723009831038,10,55,median,0.54538,9970
SAMME,0.21444954236456998,7,245,median,0.566832,9970
SAMME.R,1.624862903428673,4,78,mean,0.561881,9970
SAMME,0.026317283234315716,7,305,mean,0.533828,9970
SAMME.R,0.07019295144513807,7,142,median,0.564356,9970
SAMME,0.12399608148758447,1,201,mean,0.517327,9970
SAMME.R,0.03315111040084788,4,351,most_frequent,0.566832,9970
SAMME.R,0.08779247963228946,10,162,mean,0.60396,9970
SAMME,0.022155769389142172,5,231,most_frequent,0.515677,9970
SAMME,0.02310611172708909,2,280,mean,0.499175,9970
SAMME.R,0.39009210682729795,1,220,median,0.520627,9970
SAMME,0.027587151029872293,2,98,mean,0.4967,9970
SAMME,1.186528157379306,9,462,median,0.630363,9970
SAMME,1.128758275735412,10,69,most_frequent,0.588284,9970
SAMME.R,1.6663824409762216,9,151,median,0.623762,9970
SAMME.R,0.6827953410785785,10,197,median,0.609736,9970
SAMME.R,0.02727838362441048,5,432,median,0.580033,9970
SAMME,0.27959415136634796,2,332,most_frequent,0.515677,9970
SAMME.R,0.07247495410138023,1,446,mean,0.530528,9970
SAMME,0.0384006484627052,8,202,mean,0.535479,9970
SAMME.R,1.5833445061205085,1,104,median,0.509901,9970
SAMME.R,1.6595432936971504,7,429,median,0.637789,9970
SAMME.R,0.011323349002909211,1,269,most_frequent,0.511551,9970
SAMME,0.011020205603220005,6,129,mean,0.527228,9970
SAMME,0.5243247946380689,7,72,most_frequent,0.579208,9970
SAMME.R,0.47102510861233604,10,352,median,0.623762,9970
SAMME.R,0.010592036378184068,8,373,median,0.573432,9970
SAMME.R,0.2314815737546929,7,414,median,0.593234,9970
SAMME.R,0.028392560258441495,4,69,most_frequent,0.559406,9970
SAMME,1.275677184923005,1,173,mean,0.531353,9970
SAMME,0.1328215864159847,4,111,median,0.50495,9970
SAMME,0.028974301555519544,8,141,mean,0.534653,9970
SAMME.R,0.428069756558596,8,189,most_frequent,0.615512,9970
SAMME,0.0925833783292393,5,403,median,0.54868,9970
SAMME.R,0.05976540660690853,9,391,mean,0.566007,9970
SAMME.R,1.0081726764705568,7,370,mean,0.624587,9970
SAMME,0.021636430414363292,5,443,median,0.519802,9970
SAMME.R,0.0440129897321064,10,85,median,0.576733,9970
SAMME,1.2954648544281047,8,364,mean,0.628713,9970
SAMME,0.3036300211137055,6,52,most_frequent,0.537129,9970
SAMME,0.2698984824371984,8,451,median,0.584158,9970
SAMME.R,0.046986863564401765,6,204,most_frequent,0.585809,9970
SAMME.R,1.3419719739635965,2,468,median,0.556106,9970
SAMME.R,0.09839838355794696,5,277,most_frequent,0.591584,9970
SAMME.R,0.04456706832004565,6,500,most_frequent,0.580858,9970
SAMME,0.06661064709204334,1,458,mean,0.518977,9970
SAMME.R,0.14998011104569292,1,434,mean,0.528053,9970
SAMME.R,0.011094812000988087,4,159,median,0.563531,9970
SAMME,0.02820816945302805,4,138,mean,0.509901,9970
SAMME,0.2304437348699873,2,209,most_frequent,0.509901,9970
SAMME.R,0.18692831113359254,3,397,median,0.580858,9970
SAMME,0.011124671980242987,5,285,mean,0.506601,9970
SAMME.R,1.7547785212463887,10,385,median,0.641914,9970
SAMME,0.3471561127876877,7,206,median,0.570132,9970
SAMME,0.16524191413366818,8,261,mean,0.575083,9970
SAMME,0.8067244549064603,9,494,median,0.59571,9970
SAMME.R,0.5495097233177534,5,340,median,0.59736,9970
SAMME,0.014613980926761139,10,482,most_frequent,0.528053,9970
SAMME,0.8407840293238322,9,356,median,0.592409,9970
SAMME.R,0.015088661470167007,9,354,median,0.589934,9970
SAMME,0.011491553900622635,1,64,mean,0.50165,9970
SAMME.R,0.5242052262423366,4,360,median,0.588284,9970
SAMME,0.026695629883852413,7,246,median,0.539604,9970
SAMME.R,0.5383625935531946,2,144,median,0.561056,9970
SAMME.R,1.2330366595559215,10,407,median,0.636139,9970
SAMME.R,0.8598723116551128,10,492,most_frequent,0.621287,9970
SAMME,0.13694040930615178,10,73,median,0.55363,9970
SAMME.R,0.02132944634362758,5,233,median,0.585809,9970
SAMME,0.014375009140334787,2,66,mean,0.495875,9970
SAMME,0.2275251026621239,6,203,mean,0.54703,9970
SAMME.R,0.778761828062071,2,321,mean,0.570957,9970
SAMME,0.7065668947932184,7,116,mean,0.564356,9970
SAMME.R,0.03572833011111757,7,461,mean,0.591584,9970
SAMME.R,0.05776298915346165,5,476,mean,0.575908,9970
SAMME.R,1.5738243115506863,3,446,median,0.571782,9970
SAMME,0.04159051121764076,9,247,most_frequent,0.537954,9970
SAMME.R,0.36487322036692243,4,300,mean,0.576733,9970
SAMME,0.46328991172569384,9,219,median,0.576733,9970
SAMME,1.6398773158897129,5,289,median,0.60231,9970
SAMME.R,0.029244583156524232,4,482,median,0.576733,9970
SAMME,0.11466118238014411,4,396,mean,0.528053,9970
SAMME,0.03321106695263254,6,240,mean,0.537954,9970
SAMME,0.02820881147520822,5,205,most_frequent,0.524752,9970
SAMME.R,0.324682354734976,9,405,most_frequent,0.619637,9970
SAMME.R,0.6068170826898986,4,275,mean,0.593234,9970
SAMME,1.7122153698844926,10,389,mean,0.641914,9970
SAMME,0.03692063980393451,3,420,most_frequent,0.514026,9970
SAMME,0.1536072535257107,2,494,most_frequent,0.522277,9970
SAMME.R,0.1129040024014863,3,214,mean,0.566832,9970
SAMME,0.12747581279655198,9,87,most_frequent,0.54868,9970
SAMME.R,0.1661733150360758,9,406,most_frequent,0.604785,9970
SAMME.R,1.5629330330196458,6,73,mean,0.613861,9970
SAMME.R,1.006058529735607,8,137,most_frequent,0.60231,9970
SAMME.R,0.01964061236080129,1,281,mean,0.507426,9970
SAMME.R,0.8062057657945764,6,113,most_frequent,0.593234,9970
SAMME,1.2877680323152767,8,276,most_frequent,0.618812,9970
SAMME.R,0.9876438556241325,2,352,mean,0.575908,9970
SAMME,0.021932951842691166,2,462,mean,0.49835,9970
SAMME,0.23960684554057327,8,358,most_frequent,0.574257,9970
SAMME.R,0.04460899298889096,9,391,median,0.582508,9970
SAMME.R,1.7412372517746033,9,231,mean,0.642739,9970
SAMME.R,0.024167772504166456,9,439,most_frequent,0.570957,9970
SAMME.R,1.2983552527263276,4,125,median,0.566007,9970
SAMME,0.16305686469077657,6,111,most_frequent,0.543729,9970
SAMME.R,0.23247526877083796,6,400,median,0.59736,9970
SAMME.R,0.14771126846266505,5,412,mean,0.583333,9970
SAMME.R,0.013241548241334365,10,174,most_frequent,0.566832,9970
SAMME,0.8066787539735925,1,50,most_frequent,0.506601,9970
SAMME.R,0.06331716050919318,3,59,most_frequent,0.538779,9970
SAMME.R,0.31730684462544345,6,298,most_frequent,0.599835,9970
SAMME.R,0.011750352825970844,2,455,median,0.554455,9970
SAMME,0.034427245665594,2,265,median,0.495875,9970
SAMME.R,0.3165631009313891,7,389,mean,0.620462,9970
SAMME,1.413425346245326,9,184,median,0.622112,9970
SAMME,0.01384470987858228,9,195,most_frequent,0.541254,9970
SAMME,0.20464917089558582,1,462,most_frequent,0.511551,9970
SAMME,0.029214340503358326,3,352,most_frequent,0.512376,9970
SAMME.R,0.04586933817689371,9,99,median,0.566007,9970
SAMME.R,0.016710726456829632,9,241,mean,0.565182,9970
SAMME,0.35108987951034454,3,170,mean,0.524752,9970
SAMME,0.09192663626566924,6,50,median,0.528053,9970
SAMME,0.043139273523475956,1,115,most_frequent,0.500825,9970
SAMME,0.0868502504702325,5,292,most_frequent,0.539604,9970
SAMME.R,0.014713319905806313,8,449,mean,0.588284,9970
SAMME.R,0.4799740955122256,2,333,mean,0.566832,9970
SAMME.R,0.28115830068085723,2,153,most_frequent,0.567657,9970
SAMME.R,0.7831800702918912,10,204,median,0.642739,9970
SAMME,0.3476144563783278,5,129,median,0.566832,9970
SAMME.R,0.5139657184368522,1,458,most_frequent,0.508251,9970
SAMME,0.024116586083033985,7,316,median,0.54868,9970
SAMME,0.04924618092326951,1,388,mean,0.514851,9970
SAMME,0.2218089140883055,1,203,mean,0.512376,9970
SAMME.R,0.4528628160045925,4,442,median,0.598185,9970
SAMME,0.08487925941590897,7,377,median,0.561056,9970
SAMME.R,1.5316685967514518,4,460,mean,0.620462,9970
SAMME.R,0.17950852545877874,3,239,most_frequent,0.552805,9970
SAMME,0.4892718159518729,9,137,most_frequent,0.555281,9970
SAMME,0.011663635500049105,7,95,mean,0.529703,9970
SAMME.R,0.08998265262832422,6,123,median,0.589109,9970
SAMME.R,0.020488511604850473,3,260,median,0.564356,9970
SAMME,0.011622710694084997,4,103,most_frequent,0.5033,9970
SAMME.R,0.01519718974564023,6,233,median,0.566007,9970
SAMME,0.010021564552395106,5,165,mean,0.508251,9970
SAMME,0.07614433908098321,6,414,most_frequent,0.528878,9970
SAMME,1.493214283196074,5,427,mean,0.580033,9970
SAMME,0.01816826505594931,8,225,most_frequent,0.541254,9970
SAMME.R,0.010748926587091336,3,496,mean,0.567657,9970
SAMME.R,0.20837051916743005,4,228,median,0.573432,9970
SAMME.R,0.2985836870698812,10,151,mean,0.59571,9970
SAMME.R,0.014271649973954737,7,387,mean,0.60231,9970
SAMME,0.10465701236937608,7,133,median,0.556106,9970
SAMME.R,0.0342386222652276,8,394,median,0.574257,9970
SAMME.R,0.0158194806042029,3,109,most_frequent,0.561056,9970
SAMME,0.066037312581524,7,264,median,0.54703,9970
SAMME.R,0.039402780496096725,1,136,most_frequent,0.507426,9970
SAMME.R,0.4512337294794744,1,70,median,0.528878,9970
SAMME,1.0855735103138113,9,214,most_frequent,0.615512,9970
SAMME,0.05694007473290086,1,351,mean,0.517327,9970
SAMME.R,0.012523529243974077,4,500,median,0.558581,9970
SAMME.R,0.21269840295743134,9,117,most_frequent,0.592409,9970
SAMME.R,1.9707728546086025,7,230,most_frequent,0.579208,9970
SAMME.R,0.40856391110827167,1,486,mean,0.508251,9970
SAMME.R,0.014027336832264597,1,78,median,0.514851,9970
SAMME,0.3830195188564342,5,131,mean,0.54703,9970
SAMME.R,0.01507263562442676,9,265,mean,0.593234,9970
SAMME,0.04524498240012678,2,309,median,0.4967,9970
SAMME.R,0.6999711826705635,5,386,mean,0.609736,9970
SAMME,0.9195595828285456,2,352,median,0.522277,9970
SAMME.R,0.6220857136775537,8,209,mean,0.617162,9970
SAMME.R,0.17253917493837864,7,434,most_frequent,0.593234,9970
SAMME,0.11950444070103979,6,295,most_frequent,0.542904,9970
SAMME.R,0.6887073002169111,6,435,mean,0.617162,9970
SAMME,0.038882273882327095,7,314,most_frequent,0.546205,9970
SAMME.R,0.1188514436314312,3,179,mean,0.541254,9970
SAMME.R,0.02152254874654161,1,116,median,0.509901,9970
SAMME,0.1414395911606753,10,139,mean,0.54538,9970
SAMME,0.18389991945203363,10,311,mean,0.589934,9970
SAMME,0.19915998348103806,5,118,most_frequent,0.540429,9970
SAMME.R,1.975860295464219,1,78,median,0.529703,9970
SAMME,1.801584816144447,2,417,mean,0.572607,9970
SAMME.R,0.013061493694412674,6,356,mean,0.566832,9970
SAMME.R,0.45130028437790465,8,262,most_frequent,0.617162,9970
SAMME,1.140586277566894,5,69,median,0.572607,9970
SAMME.R,0.20568825484741773,7,121,median,0.567657,9970
SAMME.R,0.0249871370420991,5,331,mean,0.578383,9970
SAMME.R,0.29749183563171094,8,226,most_frequent,0.60231,9970
SAMME,0.06329503478393733,3,51,median,0.514851,9970
SAMME,0.030621250250758368,4,283,most_frequent,0.506601,9970
SAMME.R,0.02507844190589651,4,137,median,0.570957,9970
SAMME.R,0.019485521211888637,2,485,median,0.567657,9970
SAMME.R,1.4205390782768046,9,384,mean,0.641914,9970
SAMME.R,1.3633702996420978,8,209,mean,0.625413,9970
SAMME.R,0.15853693824342707,5,493,mean,0.576733,9970
SAMME.R,0.16647669604452656,10,445,most_frequent,0.594059,9970
SAMME.R,0.023713309202773543,4,167,median,0.566007,9970
SAMME,0.017929002721036605,2,132,median,0.495875,9970
SAMME.R,0.012766899897200546,5,113,most_frequent,0.55198,9970
SAMME.R,0.05107886409838192,8,297,most_frequent,0.579208,9970
SAMME.R,0.2960583179817425,2,394,mean,0.575908,9970
SAMME.R,0.07335962814327313,10,231,mean,0.565182,9970
SAMME,0.027477025499834273,6,252,median,0.530528,9970
SAMME.R,0.15572594788105795,2,258,most_frequent,0.571782,9970
SAMME.R,0.1131856940794068,2,360,most_frequent,0.568482,9970
SAMME.R,0.09159743694479447,6,364,mean,0.575083,9970
SAMME.R,0.3953529194942456,8,333,most_frequent,0.606436,9970
SAMME,0.5952195873792105,10,464,median,0.571782,9970
SAMME,0.8623324675023804,7,229,median,0.575908,9970
SAMME,0.03973206928870638,4,84,most_frequent,0.5033,9970
SAMME.R,0.055291523276384244,1,218,median,0.50495,9970
SAMME.R,0.1150251758116083,3,53,median,0.547855,9970
SAMME,1.9562141587030206,3,392,median,0.607261,9970
SAMME,0.05535854430332987,10,192,most_frequent,0.563531,9970
SAMME,0.013166076426500748,7,229,median,0.534653,9970
SAMME,0.11272031524913845,1,395,mean,0.515677,9970
SAMME,0.8698760965920884,10,167,most_frequent,0.59901,9970
SAMME,1.7872720941893678,7,390,median,0.618812,9970
SAMME.R,0.016735673995399682,4,187,mean,0.55198,9970
SAMME.R,0.11789608214400595,7,158,mean,0.589109,9970
SAMME.R,0.011453192375836713,3,294,mean,0.55198,9970
SAMME.R,0.010574522565902604,4,433,median,0.580858,9970
SAMME.R,1.4837945292091552,9,276,most_frequent,0.641089,9970
SAMME.R,0.037918524011154996,5,162,most_frequent,0.566007,9970
SAMME.R,0.2266994201444498,7,199,mean,0.603135,9970
SAMME.R,0.06454021470987896,8,373,mean,0.588284,9970
SAMME.R,0.04728253168786655,3,241,most_frequent,0.569307,9970
SAMME,1.3677429641566952,2,202,most_frequent,0.54703,9970
SAMME.R,0.2922943320879502,2,223,median,0.566832,9970
SAMME.R,1.7667327503018047,1,153,mean,0.555281,9970
SAMME.R,0.9296246368973946,4,113,most_frequent,0.557756,9970
SAMME,0.027297494998124366,8,472,most_frequent,0.536304,9970
SAMME.R,0.10078583610226012,9,456,most_frequent,0.596535,9970
SAMME,0.01614607012512411,9,110,most_frequent,0.534653,9970
SAMME,0.299975602657416,10,302,mean,0.569307,9970
SAMME.R,0.014882547590065487,2,103,median,0.561881,9970
SAMME,0.6587332272607443,10,153,most_frequent,0.586634,9970
SAMME.R,1.067656638223455,8,421,median,0.630363,9970
SAMME,0.094616111918679,5,264,median,0.534653,9970
SAMME,0.03342909898846051,6,133,most_frequent,0.519802,9970
SAMME,0.24786114360197012,10,182,median,0.54868,9970
SAMME.R,0.012095529474808978,7,364,median,0.584983,9970
SAMME.R,1.5248463947974717,8,290,median,0.646865,9970
SAMME.R,0.06095332202739146,5,235,median,0.581683,9970
SAMME,0.010582709382525752,5,207,most_frequent,0.508251,9970
SAMME.R,0.06468991570517099,5,441,median,0.581683,9970
SAMME,0.4502941611106816,7,159,mean,0.576733,9970
SAMME,0.013555307793350738,8,116,most_frequent,0.528053,9970
SAMME.R,0.1611707716080794,9,262,most_frequent,0.558581,9970
SAMME.R,0.015274043846611914,5,290,median,0.568482,9970
SAMME.R,1.8115969451719527,4,220,mean,0.604785,9970
SAMME,0.10813834182445071,9,443,median,0.564356,9970
SAMME,0.06319597390778796,7,76,mean,0.544554,9970
SAMME,0.016131903349195117,6,399,most_frequent,0.533003,9970
SAMME.R,1.0236292479489262,9,57,median,0.591584,9970
SAMME,0.08805417202421424,2,352,most_frequent,0.518152,9970
SAMME,0.03907387169739303,10,383,median,0.555281,9970
SAMME,0.30938963907287087,8,223,mean,0.583333,9970
SAMME.R,0.3374020256830026,5,258,mean,0.584158,9970
SAMME,0.012200962866831878,9,321,mean,0.54703,9970
SAMME.R,0.03549922727989175,4,118,most_frequent,0.554455,9970
SAMME.R,1.7585272595049914,5,56,median,0.575908,9970
SAMME,0.9055651160485599,3,159,most_frequent,0.537954,9970
SAMME,1.2697476130271077,6,435,median,0.585809,9970
SAMME.R,1.007277899028139,3,399,most_frequent,0.71012,9971
SAMME,0.02517966234929264,8,463,mean,0.686106,9971
SAMME.R,0.9988364405511677,5,402,mean,0.711835,9971
SAMME,0.2572980645571741,8,75,most_frequent,0.703259,9971
SAMME,0.05323968326936228,7,294,mean,0.691252,9971
SAMME,0.26101066263896344,5,95,most_frequent,0.703259,9971
SAMME.R,0.22874653806455666,4,360,most_frequent,0.711835,9971
SAMME.R,0.7561193660056009,7,263,most_frequent,0.713551,9971
SAMME.R,0.6520316526079433,7,144,mean,0.715266,9971
SAMME,0.015064441645334117,3,88,mean,0.698113,9971
SAMME,0.05050804524021328,7,150,most_frequent,0.656947,9971
SAMME.R,0.3257932627253508,10,337,median,0.716981,9971
SAMME.R,0.5543899511339972,7,101,most_frequent,0.687822,9971
SAMME.R,0.9871963202045351,5,424,most_frequent,0.698113,9971
SAMME.R,0.47086939086353463,8,110,median,0.70669,9971
SAMME,0.08204035065636628,4,146,mean,0.684391,9971
SAMME,0.06393016057381612,5,65,most_frequent,0.686106,9971
SAMME,0.9017044247007076,2,163,mean,0.713551,9971
SAMME,0.10576343996991634,9,258,most_frequent,0.692967,9971
SAMME,0.6458266042476347,7,272,most_frequent,0.715266,9971
SAMME.R,0.0654228203032195,1,268,median,0.70669,9971
SAMME.R,0.019185053248634225,6,378,most_frequent,0.687822,9971
SAMME,0.15383995403253614,4,155,median,0.691252,9971
SAMME,0.2602086023284287,8,467,mean,0.70669,9971
SAMME.R,0.2638375640213475,4,390,most_frequent,0.698113,9971
SAMME,1.5081690303558979,2,393,most_frequent,0.701544,9971
SAMME,0.6759310481704038,8,50,most_frequent,0.696398,9971
SAMME,1.8299660831715343,10,276,median,0.711835,9971
SAMME.R,1.5376198501032157,8,251,mean,0.713551,9971
SAMME,0.0407270075001518,9,89,most_frequent,0.658662,9971
SAMME.R,1.1641308250208084,1,500,median,0.71012,9971
SAMME.R,0.2285966454874928,7,220,most_frequent,0.679245,9971
SAMME,1.7032392044559188,10,491,mean,0.704974,9971
SAMME.R,0.0409789372465526,1,96,most_frequent,0.720412,9971
SAMME,0.1157333996873528,6,153,mean,0.67753,9971
SAMME,1.0363751121014102,7,404,most_frequent,0.703259,9971
SAMME.R,0.1688528135371146,2,294,most_frequent,0.699828,9971
SAMME.R,0.8761988825866508,5,128,mean,0.703259,9971
SAMME.R,0.4139693546787974,1,136,mean,0.720412,9971
SAMME.R,0.17183486385275878,4,68,most_frequent,0.701544,9971
SAMME,0.5387418805567662,5,416,median,0.708405,9971
SAMME.R,0.30934453726888617,6,181,mean,0.723842,9971
SAMME,0.2156929199783018,3,167,most_frequent,0.704974,9971
SAMME,1.5682024736360194,9,416,most_frequent,0.701544,9971
SAMME,0.31570068858663963,7,298,most_frequent,0.722127,9971
SAMME,0.8120099995866396,9,491,median,0.70669,9971
SAMME.R,0.1825232917701984,10,120,mean,0.680961,9971
SAMME.R,0.09774340166070937,5,310,most_frequent,0.70669,9971
SAMME,0.2887155331150731,4,61,median,0.680961,9971
SAMME,0.047524739907846635,3,275,median,0.70669,9971
SAMME,0.09840980131403829,5,332,mean,0.696398,9971
SAMME,0.09485369962812486,5,462,most_frequent,0.692967,9971
SAMME.R,0.20486231010116224,9,475,most_frequent,0.701544,9971
SAMME,0.027342444656973913,10,213,mean,0.64837,9971
SAMME.R,0.2677907488443534,4,320,median,0.70669,9971
SAMME,0.14717977296902676,6,175,median,0.663808,9971
SAMME.R,0.05271066544294397,9,201,median,0.684391,9971
SAMME,0.04013679270488641,1,356,most_frequent,0.713551,9971
SAMME,0.057614619050866185,2,76,median,0.699828,9971
SAMME.R,0.6112803947284766,10,425,median,0.71012,9971
SAMME.R,1.0713162791083926,3,302,mean,0.680961,9971
SAMME.R,0.820057002522659,9,185,median,0.703259,9971
SAMME,0.5699626109800485,4,87,most_frequent,0.694683,9971
SAMME.R,0.9243393246794036,8,363,mean,0.698113,9971
SAMME.R,0.4566284689838556,4,469,median,0.696398,9971
SAMME,1.5565744738524305,4,353,most_frequent,0.701544,9971
SAMME,0.020544228128223676,8,84,median,0.665523,9971
SAMME,0.2679127959685657,6,272,median,0.703259,9971
SAMME.R,0.04243949987086935,3,163,mean,0.694683,9971
SAMME.R,0.10581903360716668,9,398,mean,0.691252,9971
SAMME.R,0.03980842184608339,9,116,median,0.703259,9971
SAMME,0.4644515888743725,2,312,most_frequent,0.713551,9971
SAMME,0.081851892843897,10,148,median,0.684391,9971
SAMME.R,0.47828223130748354,10,261,most_frequent,0.711835,9971
SAMME,0.19974908980179581,8,368,median,0.715266,9971
SAMME,0.09125556759371789,2,101,most_frequent,0.704974,9971
SAMME.R,0.03595295067903945,6,131,median,0.689537,9971
SAMME,1.1797089686242734,6,217,mean,0.708405,9971
SAMME,1.496355016490313,1,122,most_frequent,0.684391,9971
SAMME,0.6012577085214148,2,120,median,0.703259,9971
SAMME.R,0.1760682497008328,7,56,median,0.71012,9971
SAMME.R,0.03532043958153177,5,344,median,0.715266,9971
SAMME,0.0592817850772036,8,333,median,0.701544,9971
SAMME,0.9407908893816398,7,74,median,0.70669,9971
SAMME,0.010388854048519856,9,208,median,0.672384,9971
SAMME.R,0.9140840819322766,6,388,mean,0.694683,9971
SAMME.R,0.08608363462784747,6,410,mean,0.691252,9971
SAMME,0.06302120033135242,2,255,most_frequent,0.716981,9971
SAMME,0.10607300682854096,2,318,mean,0.716981,9971
SAMME,0.011433435417677582,5,87,median,0.694683,9971
SAMME.R,0.032815997090248815,10,169,median,0.686106,9971
SAMME.R,0.3564436480531792,2,352,most_frequent,0.679245,9971
SAMME.R,0.04023349745723978,4,256,median,0.704974,9971
SAMME,0.23161769075140892,3,225,median,0.692967,9971
SAMME,0.23915517142944342,1,73,most_frequent,0.713551,9971
SAMME,0.019805201968826902,4,455,median,0.686106,9971
SAMME.R,0.010605835544559638,6,292,median,0.704974,9971
SAMME,0.01736019495865999,10,345,most_frequent,0.660377,9971
SAMME,0.34136223690908696,9,131,median,0.70669,9971
SAMME.R,0.14507778076678812,9,117,mean,0.70669,9971
SAMME,0.54704191024985,1,272,mean,0.71012,9971
SAMME,0.01625910585138098,6,200,most_frequent,0.668954,9971
SAMME,1.2561116949561293,2,193,most_frequent,0.701544,9971
SAMME,0.39785386594521344,3,438,most_frequent,0.711835,9971
SAMME,0.19442708805165862,7,105,mean,0.692967,9971
SAMME.R,0.139553298851108,6,235,most_frequent,0.708405,9971
SAMME,0.16817191901442272,4,250,most_frequent,0.70669,9971
SAMME,0.0966814796918206,5,247,mean,0.696398,9971
SAMME.R,0.2670358190430776,3,286,most_frequent,0.689537,9971
