% {"flow_id": 6970, "openml_server": "https://www.openml.org/api/v1/xml", "col_parameters": ["adaboostclassifier__algorithm", "adaboostclassifier__learning_rate", "adaboostclassifier__base_estimator__max_depth", "adaboostclassifier__n_estimators", "columntransformer__numeric__imputer__strategy"], "col_measures": ["predictive_accuracy"], "normalized_y": false, "study_id": "OpenML100", "num_runs": 400}
@RELATION openml-meta-flow-6970

@ATTRIBUTE adaboostclassifier__algorithm {SAMME, SAMME.R}
@ATTRIBUTE adaboostclassifier__learning_rate NUMERIC
@ATTRIBUTE adaboostclassifier__base_estimator__max_depth NUMERIC
@ATTRIBUTE adaboostclassifier__n_estimators NUMERIC
@ATTRIBUTE columntransformer__numeric__imputer__strategy {median, mean, most_frequent}
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE task_id NUMERIC

@DATA
SAMME,0.08823182952748047,1,482,median,0.933273,3918
SAMME.R,0.26937846269463017,1,434,median,0.93147,3918
SAMME,0.01845651125335029,4,345,most_frequent,0.934175,3918
SAMME,0.6073325902151113,7,478,most_frequent,0.93147,3918
SAMME.R,0.012100239569490854,1,159,mean,0.930568,3918
SAMME,0.3690021407118066,9,224,median,0.928765,3918
SAMME,0.7715428875893333,2,466,mean,0.934175,3918
SAMME,0.6682604996567181,2,389,mean,0.934175,3918
SAMME,0.14410143109318774,2,447,median,0.93688,3918
SAMME.R,0.01736818706654569,5,499,most_frequent,0.939585,3918
SAMME.R,1.2069258880325202,5,59,median,0.927863,3918
SAMME.R,0.07109441575431476,4,499,mean,0.934175,3918
SAMME.R,0.19216033792580814,5,418,median,0.932372,3918
SAMME,0.010731870133691583,5,244,mean,0.932372,3918
SAMME.R,0.5847424838868964,6,228,most_frequent,0.935978,3918
SAMME,0.9119102805022818,10,302,most_frequent,0.933273,3918
SAMME.R,0.017049632767486812,8,319,mean,0.934175,3918
SAMME.R,0.14933023495996825,10,334,median,0.932372,3918
SAMME.R,1.5871643822109949,8,192,median,0.928765,3918
SAMME.R,0.026797137092494643,2,364,median,0.933273,3918
SAMME.R,0.0201742645716111,9,458,median,0.935978,3918
SAMME.R,0.01682442197780139,2,487,most_frequent,0.935077,3918
SAMME.R,0.8374175826329944,1,112,mean,0.927863,3918
SAMME.R,0.09399702231057007,4,167,median,0.934175,3918
SAMME.R,1.4218331531527981,4,423,most_frequent,0.932372,3918
SAMME,0.8542737915675375,3,232,median,0.93147,3918
SAMME.R,0.010207408140291217,10,76,median,0.925158,3918
SAMME,0.8544456833975684,8,217,mean,0.92606,3918
SAMME,0.01836780334490272,9,315,most_frequent,0.920649,3918
SAMME.R,0.21737487301471714,8,177,most_frequent,0.935978,3918
SAMME.R,0.07527586131642632,2,386,mean,0.930568,3918
SAMME.R,0.11234447815283162,1,391,median,0.935978,3918
SAMME,0.04970469992230936,2,210,most_frequent,0.93688,3918
SAMME,0.04005840649014452,10,291,median,0.921551,3918
SAMME.R,0.4968422908838948,4,415,mean,0.934175,3918
SAMME,0.08703128578622127,8,71,median,0.923354,3918
SAMME.R,0.74883998197061,6,59,most_frequent,0.93147,3918
SAMME.R,0.761671443328664,5,305,most_frequent,0.937782,3918
SAMME,0.42676773908951793,3,316,mean,0.93147,3918
SAMME.R,0.02532381826526112,5,150,mean,0.93688,3918
SAMME.R,0.040980673249288335,10,84,median,0.926961,3918
SAMME,1.7215651110332708,8,490,mean,0.933273,3918
SAMME.R,0.23774784650619832,5,63,mean,0.93688,3918
SAMME,0.8477091544847365,5,443,median,0.937782,3918
SAMME,0.35749496285765503,10,406,median,0.916141,3918
SAMME.R,0.08078675760150897,4,189,median,0.93147,3918
SAMME,0.1526117261583594,5,314,most_frequent,0.934175,3918
SAMME,0.0837693827781432,8,230,median,0.925158,3918
SAMME.R,1.3965124492495045,6,348,most_frequent,0.93688,3918
SAMME,0.028204362142764842,2,276,most_frequent,0.935077,3918
SAMME,0.8175312819352792,9,498,most_frequent,0.922453,3918
SAMME,0.25263137490624576,8,347,median,0.920649,3918
SAMME,0.9182403621974393,7,57,most_frequent,0.934175,3918
SAMME.R,0.010753978890815282,8,360,median,0.937782,3918
SAMME.R,0.24414551314730346,6,447,most_frequent,0.934175,3918
SAMME,0.01561638345922767,3,492,most_frequent,0.93688,3918
SAMME.R,0.016211984582799828,8,61,most_frequent,0.930568,3918
SAMME,0.013075277607010601,8,271,median,0.923354,3918
SAMME,0.2568838309315447,5,78,most_frequent,0.935077,3918
SAMME,0.02777747035381283,3,69,most_frequent,0.929666,3918
SAMME.R,0.07671787548562907,8,245,most_frequent,0.934175,3918
SAMME,1.3073058006274614,5,374,mean,0.933273,3918
SAMME,0.42460844400077835,7,275,median,0.929666,3918
SAMME.R,0.023120647761199282,5,419,mean,0.932372,3918
SAMME.R,0.04606735489106303,9,103,median,0.934175,3918
SAMME.R,0.9915959218241751,3,198,most_frequent,0.937782,3918
SAMME.R,0.11933623211557629,1,303,mean,0.935077,3918
SAMME.R,0.5548017505914133,10,222,most_frequent,0.940487,3918
SAMME,1.0476178368362457,9,452,mean,0.93147,3918
SAMME.R,0.7050211056505042,3,456,most_frequent,0.933273,3918
SAMME.R,0.280028384099952,10,491,mean,0.935978,3918
SAMME.R,0.1556984921334301,1,193,median,0.933273,3918
SAMME,0.012660380029456457,5,457,most_frequent,0.93147,3918
SAMME,0.21963620392825126,4,190,most_frequent,0.930568,3918
SAMME,0.05317824527194897,6,437,median,0.929666,3918
SAMME.R,0.01598899288189721,8,459,median,0.934175,3918
SAMME,0.895770257013617,2,88,most_frequent,0.93147,3918
SAMME,1.674455990617159,3,483,median,0.921551,3918
SAMME,0.6232611388857864,7,446,median,0.932372,3918
SAMME.R,0.19142381718412985,8,466,most_frequent,0.935077,3918
SAMME,0.8407349047556848,6,350,most_frequent,0.934175,3918
SAMME,0.017366761344151764,9,98,median,0.922453,3918
SAMME.R,0.012693338975223978,3,485,mean,0.93147,3918
SAMME.R,0.09302714387418853,4,253,median,0.93688,3918
SAMME.R,1.189178383777339,7,168,median,0.93147,3918
SAMME,0.2549387004127,10,52,median,0.919748,3918
SAMME.R,1.2711443455230453,3,277,median,0.928765,3918
SAMME.R,1.4688554860304583,7,345,mean,0.927863,3918
SAMME.R,0.30221557737839455,3,141,most_frequent,0.926961,3918
SAMME.R,0.2381509618694867,1,117,most_frequent,0.935077,3918
SAMME.R,0.05237612634281929,5,459,median,0.935077,3918
SAMME.R,1.808248455597345,8,58,median,0.930568,3918
SAMME.R,0.14201334018047385,1,401,most_frequent,0.933273,3918
SAMME,1.0348861974409995,9,466,mean,0.932372,3918
SAMME.R,0.17604149689718668,7,99,median,0.935077,3918
SAMME,1.5629264781290557,10,348,mean,0.92606,3918
SAMME,0.02979984383828821,7,229,median,0.924256,3918
SAMME.R,0.1915738988605939,9,130,median,0.938683,3918
SAMME,0.056522119558634704,4,309,mean,0.935978,3918
SAMME.R,0.059768283062891434,1,261,median,0.932372,3918
SAMME.R,0.08472498511467612,2,217,mean,0.920649,3918
SAMME,1.2975707494623632,9,368,most_frequent,0.927863,3918
SAMME.R,0.5314098643896417,5,234,mean,0.932372,3918
SAMME,0.022037839521449956,3,434,mean,0.93688,3918
SAMME.R,0.051071646739763624,6,411,median,0.933273,3918
SAMME,0.03504369802559501,4,149,median,0.934175,3918
SAMME,0.023137082483289165,4,143,mean,0.935077,3918
SAMME.R,1.7358931645244202,10,130,median,0.933273,3918
SAMME,0.0503047729461275,7,65,mean,0.92606,3918
SAMME,0.26925925927554245,5,441,median,0.934175,3918
SAMME.R,0.17627298710393471,4,185,most_frequent,0.929666,3918
SAMME.R,0.010708322911677068,4,307,most_frequent,0.934175,3918
SAMME,0.5506666785331694,10,128,median,0.916141,3918
SAMME.R,1.4959862054072324,10,141,median,0.939585,3918
SAMME.R,0.06077109688390376,5,156,most_frequent,0.935077,3918
SAMME,0.43487706810155724,4,357,mean,0.935077,3918
SAMME,0.05195929838631607,5,432,median,0.927863,3918
SAMME,0.2150039592013515,8,463,most_frequent,0.928765,3918
SAMME.R,0.025799767602224022,4,94,median,0.935978,3918
SAMME,0.012766293542355702,4,433,median,0.935077,3918
SAMME.R,1.4598651760396746,9,245,most_frequent,0.93688,3918
SAMME.R,0.39234952419926367,10,236,median,0.938683,3918
SAMME.R,0.12487464692189648,9,452,mean,0.935978,3918
SAMME,0.2039442842576223,10,184,median,0.917042,3918
SAMME,0.0177635464088084,6,217,mean,0.925158,3918
SAMME.R,0.022178288787444086,8,151,median,0.938683,3918
SAMME.R,0.16601353550026515,5,374,most_frequent,0.937782,3918
SAMME.R,1.1413779199999192,6,217,mean,0.934175,3918
SAMME,1.8547819041915452,4,278,mean,0.92606,3918
SAMME.R,0.08512073277706748,7,111,most_frequent,0.934175,3918
SAMME.R,0.1122307148676497,3,318,most_frequent,0.932372,3918
SAMME.R,0.05030495984096218,6,335,most_frequent,0.939585,3918
SAMME.R,0.16030591459112417,3,218,median,0.929666,3918
SAMME,0.022339393089583073,7,407,mean,0.925158,3918
SAMME.R,0.05207986843789262,8,253,mean,0.933273,3918
SAMME,0.03894249648864919,10,125,median,0.924256,3918
SAMME,0.04026893432037673,4,281,median,0.93147,3918
SAMME,0.1782122760702706,9,396,most_frequent,0.92606,3918
SAMME.R,0.019804706338077308,9,430,mean,0.928765,3918
SAMME.R,0.049421768621439675,7,177,most_frequent,0.932372,3918
SAMME.R,1.0221683939549666,3,389,mean,0.933273,3918
SAMME.R,0.18422437902863498,9,490,median,0.935077,3918
SAMME,0.4454206533763673,8,52,mean,0.922453,3918
SAMME.R,0.18582977695982708,10,161,most_frequent,0.93688,3918
SAMME.R,0.01659367338018715,9,201,most_frequent,0.932372,3918
SAMME,0.35724352826838296,10,300,median,0.920649,3918
SAMME,1.9790292299315877,2,202,most_frequent,0.887286,3918
SAMME.R,1.8353174818753768,7,142,most_frequent,0.937782,3918
SAMME,0.12712789445933428,8,76,mean,0.922453,3918
SAMME.R,0.08261607319586921,4,454,most_frequent,0.935978,3918
SAMME.R,0.9108213379988088,7,187,median,0.933273,3918
SAMME.R,0.09108074884326355,3,301,mean,0.929666,3918
SAMME.R,0.011804894642688114,8,459,median,0.935978,3918
SAMME.R,1.355828724650883,9,85,most_frequent,0.934175,3918
SAMME.R,0.01279162088057984,6,485,mean,0.933273,3918
SAMME.R,0.5850441448379113,7,411,most_frequent,0.937782,3918
SAMME,1.970112191932409,10,448,most_frequent,0.935077,3918
SAMME.R,0.13881480248891423,10,145,median,0.935978,3918
SAMME.R,0.011164291496084626,1,364,median,0.930568,3918
SAMME.R,0.04172677932020972,5,340,mean,0.935978,3918
SAMME,0.12843761299302006,7,406,mean,0.921551,3918
SAMME.R,0.503104739167194,3,326,most_frequent,0.934175,3918
SAMME.R,0.03650838892893064,7,75,median,0.935077,3918
SAMME,0.01183288713729236,7,430,most_frequent,0.92606,3918
SAMME.R,0.05618388423428494,4,481,mean,0.937782,3918
SAMME,0.2702418514159969,4,340,mean,0.935077,3918
SAMME,0.12941962134617155,9,138,most_frequent,0.926961,3918
SAMME.R,0.9368082293876757,8,491,median,0.928765,3918
SAMME,0.08196910870573326,8,383,median,0.923354,3918
SAMME,0.0821855701522363,5,406,median,0.930568,3918
SAMME.R,1.6364293716824991,2,112,median,0.920649,3918
SAMME,1.6229768876673212,6,171,median,0.934175,3918
SAMME.R,1.1282439915347886,6,490,median,0.933273,3918
SAMME.R,0.06933196981145999,6,356,median,0.93688,3918
SAMME,1.3825416044059295,3,251,most_frequent,0.93147,3918
SAMME,0.38166070785346,1,465,most_frequent,0.929666,3918
SAMME.R,0.020589518020039062,3,56,mean,0.932372,3918
SAMME.R,0.015923200984939087,8,446,mean,0.935077,3918
SAMME.R,0.9389647463552444,4,158,median,0.935978,3918
SAMME.R,0.5756558127414082,9,313,mean,0.93688,3918
SAMME.R,0.010839304897046844,9,325,median,0.935978,3918
SAMME.R,0.1667513573397534,2,107,median,0.926961,3918
SAMME,0.04490010074503845,9,477,mean,0.924256,3918
SAMME.R,0.1677261808577554,10,292,most_frequent,0.937782,3918
SAMME,0.07333273626796485,3,209,most_frequent,0.935077,3918
SAMME.R,0.0235962795646275,5,400,most_frequent,0.935077,3918
SAMME.R,0.02833785634626686,2,444,mean,0.93147,3918
SAMME,0.05489326504108309,3,447,median,0.934175,3918
SAMME,0.38602587191111876,1,464,mean,0.929666,3918
SAMME.R,0.1004833632709905,3,305,mean,0.930568,3918
SAMME.R,0.1544502015587998,2,84,median,0.930568,3918
SAMME.R,0.24533464256618095,3,184,median,0.930568,3918
SAMME.R,0.047268581335246376,1,192,median,0.928765,3918
SAMME,0.22713298465290108,1,464,median,0.93147,3918
SAMME,0.46126420764786263,4,272,most_frequent,0.93147,3918
SAMME.R,0.08008330968387493,7,371,most_frequent,0.938683,3918
SAMME,0.04884472810631992,5,469,most_frequent,0.928765,3918
SAMME,0.1013572010528035,3,78,mean,0.938683,3918
SAMME.R,0.10462965382701568,8,78,mean,0.939585,3918
SAMME.R,0.4311215062569528,8,173,most_frequent,0.934175,3918
SAMME.R,0.13079969861296556,4,262,most_frequent,0.93688,3918
SAMME,0.2691607042783686,2,281,median,0.934175,3918
SAMME.R,0.18026290059840752,5,355,median,0.937782,3918
SAMME.R,0.026835571981222835,4,164,median,0.934175,3918
SAMME.R,0.3419481525703403,9,362,mean,0.93147,3918
SAMME,0.03263919556829961,4,466,mean,0.932372,3918
SAMME.R,0.03193536017191988,2,187,most_frequent,0.934175,3918
SAMME.R,0.2822361996462059,4,435,most_frequent,0.937782,3918
SAMME,0.11652829914099695,5,169,mean,0.93147,3918
SAMME.R,0.03577816019182798,5,121,most_frequent,0.938683,3918
SAMME,0.3521618749519516,9,209,most_frequent,0.927863,3918
SAMME,0.15046714694519986,2,156,most_frequent,0.935978,3918
SAMME.R,0.11190701272051336,8,86,median,0.93688,3918
SAMME,0.19779476911335744,8,140,mean,0.918846,3918
SAMME,0.05910976905507001,7,289,mean,0.924256,3918
SAMME,0.011360444995959108,1,252,median,0.930568,3918
SAMME.R,1.2667221243884819,4,475,median,0.935077,3918
SAMME.R,0.573122228317999,9,420,mean,0.935077,3918
SAMME,0.04953663564653602,7,173,mean,0.925158,3918
SAMME,0.3297031341555815,5,182,mean,0.932372,3918
SAMME,0.134230110492431,4,51,median,0.933273,3918
SAMME,0.011509253708851142,1,165,mean,0.930568,3918
SAMME,0.013248888441187918,4,303,mean,0.93688,3918
SAMME,0.031931815608223627,3,484,mean,0.935978,3918
SAMME,0.08602027873787045,10,254,mean,0.922453,3918
SAMME.R,0.2548616593763758,10,189,most_frequent,0.938683,3918
SAMME,0.18261304527223635,9,475,most_frequent,0.921551,3918
SAMME,0.06080778404594658,4,469,median,0.928765,3918
SAMME,0.03228714647641056,9,84,median,0.924256,3918
SAMME,1.4245498038345743,2,466,mean,0.930568,3918
SAMME,0.02292410678970277,9,413,most_frequent,0.923354,3918
SAMME.R,0.05206318340550247,2,128,mean,0.935978,3918
SAMME,0.27705042267482777,10,377,mean,0.917042,3918
SAMME,0.2662941124592952,5,320,most_frequent,0.935077,3918
SAMME,0.014351135589060595,9,168,most_frequent,0.919748,3918
SAMME.R,0.016010239856939328,10,76,median,0.92606,3918
SAMME.R,0.08570115422913899,6,167,median,0.933273,3918
SAMME.R,0.015502710236839488,4,455,mean,0.929666,3918
SAMME,0.05035547160153295,4,386,median,0.933273,3918
SAMME.R,1.6037101646239373,8,422,mean,0.937782,3918
SAMME.R,0.9220224739670059,10,217,most_frequent,0.940487,3918
SAMME,0.024012089299219268,6,370,mean,0.924256,3918
SAMME,0.09662215629473325,9,132,median,0.921551,3918
SAMME.R,0.053231259350957204,7,295,median,0.937782,3918
SAMME,0.14161149328029726,4,339,mean,0.935978,3918
SAMME.R,0.5339997215618435,5,86,mean,0.935978,3918
SAMME,0.016546496332840787,8,161,mean,0.92606,3918
SAMME,0.05497840605371611,3,135,median,0.937782,3918
SAMME,0.03842321221038641,10,267,median,0.921551,3918
SAMME.R,0.06608007438010713,9,372,median,0.93688,3918
SAMME,0.054008813069822886,9,411,median,0.919748,3918
SAMME.R,0.1011134416667508,1,114,mean,0.932372,3918
SAMME,1.3734830612823752,1,288,mean,0.929666,3918
SAMME,0.6525594150632692,8,315,median,0.925158,3918
SAMME.R,0.09588739969074829,10,385,most_frequent,0.93688,3918
SAMME,0.7716615444107049,7,371,mean,0.93147,3918
SAMME,0.1673873772508213,1,156,most_frequent,0.932372,3918
SAMME.R,0.02007204280150537,3,422,most_frequent,0.935077,3918
SAMME.R,0.01992941485291934,8,348,mean,0.933273,3918
SAMME,0.021607731789911214,6,266,median,0.927863,3918
SAMME,0.013494306769531757,7,274,median,0.924256,3918
SAMME,0.028195341076384762,4,379,most_frequent,0.935978,3918
SAMME.R,0.042444515198190674,5,64,most_frequent,0.935077,3918
SAMME.R,0.011459658847586247,7,162,most_frequent,0.933273,3918
SAMME,0.252970078541301,3,277,most_frequent,0.932372,3918
SAMME,0.011951766545349737,1,290,most_frequent,0.930568,3918
SAMME,0.012166500107537222,2,316,most_frequent,0.929666,3918
SAMME,0.5722509261303528,8,387,mean,0.923354,3918
SAMME,0.3512034889577704,8,423,mean,0.927863,3918
SAMME.R,0.0144757410542547,9,354,mean,0.928765,3918
SAMME.R,0.023492645900718114,3,232,mean,0.935077,3918
SAMME,0.03550311129507049,7,359,median,0.925158,3918
SAMME.R,0.05553924812554029,2,415,most_frequent,0.927863,3918
SAMME.R,0.3064003673382162,8,276,most_frequent,0.935978,3918
SAMME,0.03696909488412639,3,338,median,0.937782,3918
SAMME,0.025128588792627225,8,347,mean,0.92606,3918
SAMME.R,0.22887057883441944,10,499,most_frequent,0.935978,3918
SAMME.R,0.04678763937013075,3,398,most_frequent,0.932372,3918
SAMME,0.017292680025013343,10,189,most_frequent,0.924256,3918
SAMME.R,0.04842425019046551,3,401,most_frequent,0.926961,3918
SAMME.R,0.4415728555422646,10,295,median,0.933273,3918
SAMME.R,0.021561245209752482,10,280,mean,0.925158,3918
SAMME.R,0.0713404795391977,6,244,median,0.929666,3918
SAMME.R,0.01823339950146635,3,430,most_frequent,0.935978,3918
SAMME,0.5169384691065478,3,285,median,0.93147,3918
SAMME.R,0.039519849663904524,6,335,most_frequent,0.933273,3918
SAMME,0.020783554969812938,1,219,most_frequent,0.930568,3918
SAMME.R,0.46601935002110517,10,320,median,0.93147,3918
SAMME,1.883897673767804,3,443,mean,0.911632,3918
SAMME,0.02081662277911876,7,228,mean,0.923354,3918
SAMME,0.1520485884713043,4,224,most_frequent,0.933273,3918
SAMME,1.3908366624034356,10,409,mean,0.928765,3918
SAMME,0.041717991319910726,4,375,median,0.934175,3918
SAMME,0.7171034988177433,10,160,mean,0.926961,3918
SAMME.R,0.11299515285463357,7,69,mean,0.93688,3918
SAMME.R,0.04757607493918364,1,233,mean,0.930568,3918
SAMME,1.456602580995065,5,418,mean,0.926961,3918
SAMME,0.5805065758173005,4,451,mean,0.933273,3918
SAMME,1.2218166807957116,10,106,mean,0.924256,3918
SAMME.R,1.9931679814124645,6,324,mean,0.928765,3918
SAMME,0.08826774398361323,6,139,mean,0.923354,3918
SAMME,0.10274299215857678,1,149,most_frequent,0.929666,3918
SAMME,1.5155907129303237,3,401,mean,0.923354,3918
SAMME.R,0.9586181942225885,7,432,median,0.932372,3918
SAMME,0.12510415759811078,2,229,most_frequent,0.934175,3918
SAMME,0.012422609840090075,6,113,median,0.930568,3918
SAMME.R,0.010374900866837641,3,476,mean,0.933273,3918
SAMME.R,1.6476669228768919,2,291,mean,0.923354,3918
SAMME,0.18552887624581268,4,360,mean,0.93147,3918
SAMME.R,1.080052524490116,8,488,most_frequent,0.93688,3918
SAMME,0.013273918081705891,10,65,most_frequent,0.919748,3918
SAMME.R,0.042342598201766786,3,383,mean,0.933273,3918
SAMME,0.5128773425068389,8,83,mean,0.925158,3918
SAMME.R,0.9738736164176958,2,166,median,0.918846,3918
SAMME.R,0.07148655168047727,5,358,most_frequent,0.93688,3918
SAMME,0.014213192171143578,7,378,median,0.928765,3918
SAMME,0.5638772957817484,1,123,most_frequent,0.927863,3918
SAMME.R,0.5381524391320849,6,256,most_frequent,0.935077,3918
SAMME.R,0.010891808722917819,7,325,median,0.93688,3918
SAMME,0.597191185837048,1,467,most_frequent,0.928765,3918
SAMME,1.7454385995805912,9,75,median,0.928765,3918
SAMME.R,0.7406318459554877,4,227,mean,0.93688,3918
SAMME,1.5091471787856656,1,348,mean,0.93147,3918
SAMME,1.6533789350598602,2,264,median,0.918846,3918
SAMME.R,0.019119846979052755,6,175,median,0.928765,3918
SAMME,0.08198636202561427,6,365,most_frequent,0.924256,3918
SAMME.R,1.8968462191642412,9,366,mean,0.930568,3918
SAMME.R,0.12730616004845446,2,500,most_frequent,0.923354,3918
SAMME.R,0.22784265444942595,1,474,median,0.928765,3918
SAMME.R,1.4629769580314083,7,318,most_frequent,0.932372,3918
SAMME,0.6409437210724327,3,168,median,0.935978,3918
SAMME.R,0.3299482980363541,1,283,mean,0.929666,3918
SAMME,0.0100856546584312,5,500,median,0.926961,3918
SAMME.R,0.2265211552440776,10,273,mean,0.934175,3918
SAMME.R,0.010316229481744378,9,235,median,0.928765,3918
SAMME.R,1.4460567770490576,3,224,most_frequent,0.927863,3918
SAMME,0.025757164054154635,8,352,mean,0.925158,3918
SAMME.R,0.1777255133852982,10,93,median,0.933273,3918
SAMME,0.028821909953762943,3,377,mean,0.935978,3918
SAMME.R,0.12535345861168407,6,163,most_frequent,0.935077,3918
SAMME.R,0.013288334897708542,3,229,median,0.934175,3918
SAMME,0.2862726307716433,9,92,most_frequent,0.924256,3918
SAMME,0.08389485001625589,6,105,mean,0.923354,3918
SAMME,0.1690683715619923,9,220,mean,0.920649,3918
SAMME,0.27808049894538267,2,455,mean,0.934175,3918
SAMME,1.0678709845493537,1,79,most_frequent,0.933273,3918
SAMME,0.018890097284664,7,138,mean,0.924256,3918
SAMME.R,0.36036043743559815,10,234,median,0.932372,3918
SAMME.R,0.08492173707865805,10,290,most_frequent,0.939585,3918
SAMME.R,0.03704862855559214,7,497,median,0.932372,3918
SAMME.R,0.022893518553789374,4,103,most_frequent,0.92698,3946
SAMME.R,0.38179918517780786,8,145,most_frequent,0.91366,3946
SAMME,0.14109108635503836,9,115,most_frequent,0.92676,3946
SAMME,0.03684323083314007,4,476,most_frequent,0.92672,3946
SAMME,0.0794384806845796,7,89,mean,0.92662,3946
SAMME.R,0.051331826063471274,7,136,most_frequent,0.92366,3946
SAMME.R,0.6025816967821754,5,304,most_frequent,0.90398,3946
SAMME,0.017070714451327754,3,54,median,0.92656,3946
SAMME.R,0.1059618078432254,1,233,mean,0.92648,3946
SAMME,0.05426729893793688,7,201,most_frequent,0.92668,3946
SAMME,0.01201183296195722,3,394,median,0.92662,3946
SAMME,0.14634875134153158,4,290,mean,0.92682,3946
SAMME.R,1.6751482810256793,8,89,most_frequent,0.8963,3946
SAMME.R,0.015247819555784838,2,326,median,0.92656,3946
SAMME.R,0.525104636336733,1,302,mean,0.92562,3946
SAMME.R,0.43107949940810925,7,275,mean,0.91714,3946
SAMME,1.5030179937898434,1,292,median,0.92656,3946
SAMME.R,0.08443251369976658,5,50,mean,0.9262,3946
SAMME.R,0.9728352763813005,2,272,median,0.918,3946
SAMME.R,0.015937859800024937,8,265,most_frequent,0.92602,3946
SAMME.R,0.03241638671029047,9,183,mean,0.92404,3946
SAMME.R,0.03730200097668188,5,458,median,0.92504,3946
SAMME.R,0.01905675001356136,10,375,most_frequent,0.92244,3946
SAMME,1.1962140248093278,2,291,mean,0.92648,3946
SAMME.R,0.33280546069570044,8,63,most_frequent,0.91292,3946
SAMME,0.023197314062592813,1,254,median,0.92656,3946
SAMME,0.27721606228155116,3,118,median,0.92674,3946
SAMME,1.5375223967266565,6,402,median,0.92368,3946
SAMME.R,1.5259378740320206,3,137,median,0.90264,3946
SAMME,0.9873748802860455,8,133,mean,0.9245,3946
SAMME.R,0.027006033278732418,2,165,most_frequent,0.92656,3946
SAMME.R,0.8157674085786142,1,348,mean,0.92452,3946
SAMME.R,0.7495811009430339,6,89,median,0.91016,3946
SAMME.R,0.29792605749236656,8,314,median,0.92392,3946
SAMME,0.8173540616096359,8,252,mean,0.92476,3946
SAMME,0.26504510444889995,4,63,median,0.92696,3946
SAMME,0.10885274501137035,3,371,most_frequent,0.92656,3946
SAMME.R,0.030302688302299173,3,61,median,0.92656,3946
SAMME,0.04474453942823413,4,320,median,0.92678,3946
SAMME,0.13577941421665726,5,330,most_frequent,0.92678,3946
SAMME,0.06752691867905945,5,221,mean,0.92696,3946
SAMME,0.01044984485445696,9,214,mean,0.92672,3946
SAMME,0.032182848323196685,5,328,most_frequent,0.9268,3946
SAMME,0.14511250391480482,7,235,most_frequent,0.92666,3946
SAMME.R,0.45794212637815135,7,147,most_frequent,0.90788,3946
SAMME,0.013788542746805976,2,302,mean,0.92656,3946
SAMME,0.3987658666079502,9,244,most_frequent,0.92574,3946
SAMME,1.6640732685122166,4,122,median,0.9142,3946
SAMME.R,0.7148589845429861,3,378,median,0.91284,3946
SAMME,0.010775247356657944,4,132,median,0.92662,3946
SAMME.R,0.011751816177842713,5,166,mean,0.9275,3946
SAMME,0.46440981636750395,5,386,median,0.92684,3946
SAMME,0.3254302351356504,3,335,mean,0.92658,3946
SAMME,0.01314606022497013,1,472,median,0.92656,3946
SAMME,0.013079105723529508,8,89,mean,0.92672,3946
SAMME,0.36273011035215375,2,465,mean,0.92656,3946
SAMME.R,0.02460644997339849,5,391,most_frequent,0.92608,3946
SAMME.R,0.2711791033108679,4,446,median,0.91194,3946
SAMME,0.14805401788389047,4,364,most_frequent,0.92688,3946
SAMME.R,0.4952318738905028,1,378,most_frequent,0.92588,3946
SAMME.R,0.18938239047941094,8,50,median,0.91712,3946
SAMME.R,0.062335508182295565,3,114,mean,0.92658,3946
SAMME,0.012217722096159404,4,201,most_frequent,0.92656,3946
SAMME,0.18792683856274595,3,204,median,0.9267,3946
SAMME,0.015025678674496154,5,442,most_frequent,0.9268,3946
SAMME,0.163050196049449,6,483,mean,0.9267,3946
SAMME,1.1746339682481082,6,368,median,0.92606,3946
SAMME,0.023585334157809,7,462,mean,0.92678,3946
SAMME.R,0.09900754296752169,5,125,most_frequent,0.92364,3946
SAMME,0.5645201162732469,8,286,mean,0.92542,3946
SAMME,0.010132257450102235,6,439,median,0.92674,3946
SAMME,0.06082436469442483,9,472,most_frequent,0.92674,3946
SAMME.R,0.07450776885098814,6,144,median,0.92336,3946
SAMME,0.22660839436251584,8,492,most_frequent,0.92676,3946
SAMME,1.7244219557493332,7,409,median,0.91384,3946
SAMME.R,0.12657732071468275,3,250,median,0.9244,3946
SAMME,0.2348493791084285,3,219,median,0.92662,3946
SAMME,0.24565039364958904,1,483,most_frequent,0.92656,3946
SAMME.R,0.01755627334452127,9,161,median,0.92524,3946
SAMME.R,0.6103985482010704,1,102,median,0.92644,3946
SAMME.R,1.9901554352486832,5,337,most_frequent,0.8929,3946
SAMME,0.052075971339588405,4,177,mean,0.92678,3946
SAMME,0.036022730313138386,6,165,most_frequent,0.92686,3946
SAMME.R,0.43926670960020414,7,212,most_frequent,0.9135,3946
SAMME.R,0.18381264190383387,4,317,median,0.91832,3946
SAMME.R,0.08222204788065035,5,323,most_frequent,0.92114,3946
SAMME.R,1.6085043080860089,5,274,most_frequent,0.8925,3946
SAMME,0.034390809132806836,8,128,mean,0.92674,3946
SAMME,1.8270539951502784,3,88,median,0.77712,3946
SAMME,0.05662502727538694,1,287,median,0.92656,3946
SAMME,0.019480970012700306,4,210,most_frequent,0.92664,3946
SAMME.R,0.16351201039355825,1,337,median,0.92634,3946
SAMME.R,0.03202933376109382,3,364,median,0.92646,3946
