,hyperparameter,importance_max_min,importance_variance,n_hyperparameters,task_id
57,momentum / patience,8.346244869942062,0.00048822538072538753,2,flower
58,momentum / resize_crop,6.209137246246712,2.7810721169799926e-05,2,flower
59,momentum / shuffle,49.935524403558524,0.0023085151416161994,2,flower
60,momentum / tolerance,9.352519308395998,0.0001704691905163333,2,flower
61,momentum / vertical_flip,6.539477023902059,7.411891871536145e-05,2,flower
62,momentum / weight_decay,8.818961539703174,4.624615791412834e-05,2,flower
63,patience / resize_crop,0.0,0.0001954171435490127,2,flower
64,patience / shuffle,0.0,0.002611889845434649,2,flower
65,patience / tolerance,3.770135712852671,6.64428083270116e-05,2,flower
66,patience / vertical_flip,0.0,2.5549102469140543e-05,2,flower
67,patience / weight_decay,2.9801547571587577,9.42980296483708e-05,2,flower
68,resize_crop / shuffle,47.46273998338975,0.00016312347609489752,2,flower
69,resize_crop / tolerance,2.933568473259747,0.00011538196620030042,2,flower
70,resize_crop / vertical_flip,0.4929477030759486,5.3270099529933526e-05,2,flower
71,resize_crop / weight_decay,2.0483458420914573,3.5925412906402e-05,2,flower
72,shuffle / tolerance,51.95116404870443,0.0002992879795024723,2,flower
73,shuffle / vertical_flip,47.8554819783952,0.00025138474189142026,2,flower
74,shuffle / weight_decay,50.454917275924174,0.00750242237713645,2,flower
75,tolerance / vertical_flip,2.32804347784851,3.01187886265603e-05,2,flower
76,tolerance / weight_decay,4.3541240723955354,3.2141638118879016e-05,2,flower
77,vertical_flip / weight_decay,2.3143576438302205,5.790378074702571e-06,2,flower
0,batch_size,2.7289259114974485,0.0034728783596193915,1,fruits
1,epochs,11.597970818569976,0.0013291965636246501,1,fruits
2,horizontal_flip,0.08289012003226048,7.758125029846957e-06,1,fruits
3,learning_rate_decay,2.8829780518467416,0.003937272472122879,1,fruits
4,learning_rate_init,29.015272415512573,0.0008829083700170551,1,fruits
5,momentum,12.331030514447889,0.0031351008450684263,1,fruits
6,patience,2.9629147833882854,0.005977720107711808,1,fruits
7,resize_crop,0.6125438433398074,0.006047072468206283,1,fruits
8,shuffle,86.32003710440107,0.922533459171967,1,fruits
9,tolerance,1.3390378438044621,0.00022843414618095088,1,fruits
10,vertical_flip,0.015899082400792963,1.6404066687506135e-06,1,fruits
11,weight_decay,1.6246959439850812,8.054452165048472e-05,1,fruits
12,batch_size / epochs,15.580272540739667,0.00017973703389138977,2,fruits
13,batch_size / horizontal_flip,0.266355794105948,3.966096705383932e-06,2,fruits
14,batch_size / learning_rate_decay,5.473362329179835,0.00032454324686034017,2,fruits
15,batch_size / learning_rate_init,32.69302742375008,0.0001490137309213654,2,fruits
16,batch_size / momentum,14.74559630187408,0.0006812431584239408,2,fruits
17,batch_size / patience,6.060873280279182,0.001083565971883122,2,fruits
18,batch_size / resize_crop,0.33431857825601696,0.0020355682720824444,2,fruits
19,batch_size / shuffle,88.15480640892149,0.0034890512827983862,2,fruits
20,batch_size / tolerance,3.393574170526307,9.769112370590427e-05,2,fruits
21,batch_size / vertical_flip,0.1894256303082429,6.1164805840339665e-06,2,fruits
22,batch_size / weight_decay,4.19523127325543,1.4360433439439376e-05,2,fruits
23,epochs / horizontal_flip,0.030916136110789694,2.5625777639433827e-05,2,fruits
24,epochs / learning_rate_decay,18.600075641815984,0.0005367279900955817,2,fruits
25,epochs / learning_rate_init,42.16722474644333,0.00010011505538477001,2,fruits
26,epochs / momentum,20.67144226451991,0.00011049014827097241,2,fruits
27,epochs / patience,14.10014435149342,0.00011513840562289569,2,fruits
28,epochs / resize_crop,0.07813004938957135,0.00010237079046674307,2,fruits
29,epochs / shuffle,65.0718835401205,0.0012003132895159212,2,fruits
30,epochs / tolerance,13.192648940356221,5.1703566149515834e-05,2,fruits
31,epochs / vertical_flip,0.022085830701470854,1.3110300775760163e-06,2,fruits
32,epochs / weight_decay,13.031325171260299,1.651121833079187e-05,2,fruits
33,horizontal_flip / learning_rate_decay,2.7455982895993927,2.043729072778233e-06,2,fruits
34,horizontal_flip / learning_rate_init,29.49945730803018,9.91482272136788e-07,2,fruits
35,horizontal_flip / momentum,13.005535567021951,4.570671012893082e-05,2,fruits
36,horizontal_flip / patience,3.0331488573579293,4.7154771684431865e-06,2,fruits
37,horizontal_flip / resize_crop,0.6954339633720608,1.947449890315443e-06,2,fruits
38,horizontal_flip / shuffle,86.4029272244333,6.210355127873978e-06,2,fruits
39,horizontal_flip / tolerance,1.4754903083568252,4.479957143181763e-06,2,fruits
40,horizontal_flip / vertical_flip,0.09878920243305345,9.798160303419012e-10,2,fruits
41,horizontal_flip / weight_decay,1.4042135344687878,1.5149697808091405e-06,2,fruits
42,learning_rate_decay / learning_rate_init,30.750767152649402,5.161575415887134e-05,2,fruits
43,learning_rate_decay / momentum,15.96960648164675,9.899919296214731e-05,2,fruits
44,learning_rate_decay / patience,5.672482739549579,7.105307532623586e-07,2,fruits
45,learning_rate_decay / resize_crop,0.15374790246675474,0.0037319589917729776,2,fruits
46,learning_rate_decay / shuffle,88.61848921957615,0.00397609889673975,2,fruits
47,learning_rate_decay / tolerance,3.654277223624078,2.933993043891149e-05,2,fruits
48,learning_rate_decay / vertical_flip,0.25419307732178,1.4135294575662102e-07,2,fruits
49,learning_rate_decay / weight_decay,3.875075732890174,6.358997569459376e-06,2,fruits
50,learning_rate_init / momentum,32.386619563161794,0.00045761432952802944,2,fruits
51,learning_rate_init / patience,30.933214316754224,0.0009843398657331131,2,fruits
52,learning_rate_init / resize_crop,25.19655228043444,7.545235530900785e-05,2,fruits
53,learning_rate_init / shuffle,55.21643667564431,0.0008042575256377367,2,fruits
54,learning_rate_init / tolerance,33.19768902559195,4.457989132192971e-06,2,fruits
55,learning_rate_init / vertical_flip,26.737290715304674,5.396851934903715e-08,2,fruits
56,learning_rate_init / weight_decay,31.90945182244806,9.199904327326334e-06,2,fruits
57,momentum / patience,14.83883244673784,0.000163692352537716,2,fruits
58,momentum / resize_crop,15.96857483015755,0.0005553146488678594,2,fruits
59,momentum / shuffle,86.84974058896465,0.003053260750189732,2,fruits
60,momentum / tolerance,13.61421524142898,1.9318471404768394e-05,2,fruits
61,momentum / vertical_flip,12.155294499596422,3.0275542134619015e-07,2,fruits
62,momentum / weight_decay,13.735422963968254,6.893361073995692e-05,2,fruits
63,patience / resize_crop,0.0,7.449639508209433e-05,2,fruits
64,patience / shuffle,0.0,0.0058063887053518785,2,fruits
65,patience / tolerance,4.348959686609533,4.260910589658641e-06,2,fruits
66,patience / vertical_flip,0.0,2.3275656077874752e-07,2,fruits
67,patience / weight_decay,4.456754382271747,6.417635357496664e-06,2,fruits
68,resize_crop / shuffle,86.99818769597928,0.006021899262464078,2,fruits
69,resize_crop / tolerance,2.7541477003080743,2.9171565125840285e-05,2,fruits
70,resize_crop / vertical_flip,0.6284429257406074,5.8380528333766894e-08,2,fruits
71,resize_crop / weight_decay,2.8623053689600795,2.6970016605742793e-05,2,fruits
72,shuffle / tolerance,87.77106457368241,0.00022224793358202683,2,fruits
73,shuffle / vertical_flip,86.37167507974806,1.6416858902379669e-06,2,fruits
74,shuffle / weight_decay,88.08398459242095,5.2979044021342577e-05,2,fruits
75,tolerance / vertical_flip,0.636713549840195,2.247485318248579e-06,2,fruits
76,tolerance / weight_decay,2.5277980976644443,5.145554805389192e-06,2,fruits
77,vertical_flip / weight_decay,1.3560016543728963,1.7942358167178177e-07,2,fruits
0,batch_size,10.765425391936262,0.15839681400646377,1,mnist
1,epochs,9.523901460182273,0.014275784472612879,1,mnist
2,horizontal_flip,0.61224940071682,0.004694088754919296,1,mnist
3,learning_rate_decay,1.5563309969416537,0.003754835563447317,1,mnist
4,learning_rate_init,69.02163784042077,0.06121597614795707,1,mnist
5,momentum,24.968236082328815,0.15638730452707128,1,mnist
6,patience,1.030740754118085,0.004729468781925716,1,mnist
7,resize_crop,0.5645385863024899,0.003009940824356267,1,mnist
8,shuffle,0.0211264746353379,8.743298828208949e-06,1,mnist
9,tolerance,0.6754629361740712,0.000691202505224021,1,mnist
10,vertical_flip,0.2566017684745532,0.0041384743279800655,1,mnist
11,weight_decay,6.269135785844668,0.07346283377369427,1,mnist
12,batch_size / epochs,23.55573693933846,0.015315543875046255,2,mnist
13,batch_size / horizontal_flip,1.4083103234524117,0.0076578071311983196,2,mnist
14,batch_size / learning_rate_decay,11.258785875276345,0.00046091269583314534,2,mnist
15,batch_size / learning_rate_init,79.63773872217229,0.0774133203672764,2,mnist
16,batch_size / momentum,37.487996266161915,0.07773068353881282,2,mnist
17,batch_size / patience,11.946530605109842,0.010715933169084486,2,mnist
18,batch_size / resize_crop,1.0354808224542609,0.011284728861322724,2,mnist
19,batch_size / shuffle,0.8600968119486652,9.165713793771764e-06,2,mnist
20,batch_size / tolerance,11.399878540436589,0.0003604465711614875,2,mnist
21,batch_size / vertical_flip,1.1275431386141577,0.0012130664552804987,2,mnist
22,batch_size / weight_decay,21.98919660732058,0.12574367892670862,2,mnist
23,epochs / horizontal_flip,0.06215792768756501,0.0010419183566445635,2,mnist
24,epochs / learning_rate_decay,12.753667227965423,0.0006843159204517875,2,mnist
25,epochs / learning_rate_init,82.81175484924044,0.007031861333406261,2,mnist
26,epochs / momentum,39.31870935190322,0.006750226579108646,2,mnist
27,epochs / patience,11.652048428066635,0.0010178765709089885,2,mnist
28,epochs / resize_crop,0.05799228146931057,0.0011830565440358084,2,mnist
29,epochs / shuffle,0.22524687751959505,0.00018903276014322747,2,mnist
30,epochs / tolerance,12.133761519593136,0.00021399921940103855,2,mnist
31,epochs / vertical_flip,0.327015787834938,0.00042070762496667735,2,mnist
32,epochs / weight_decay,14.840300999532943,0.007163146683892185,2,mnist
33,horizontal_flip / learning_rate_decay,2.739623638640552,0.00012302473715756237,2,mnist
34,horizontal_flip / learning_rate_init,69.13771352174516,0.0010567515851834248,2,mnist
35,horizontal_flip / momentum,25.39981168985777,0.001839277280225441,2,mnist
36,horizontal_flip / patience,1.5948421121828034,0.0005579768878810645,2,mnist
37,horizontal_flip / resize_crop,1.176787987019324,0.0014906982235488515,2,mnist
38,horizontal_flip / shuffle,0.6333758753521721,8.983625207675795e-07,2,mnist
39,horizontal_flip / tolerance,1.1915580306612554,0.00015035576213369558,2,mnist
40,horizontal_flip / vertical_flip,0.9127635632143409,0.003302317289858756,2,mnist
41,horizontal_flip / weight_decay,6.485807320751547,0.0009447330347298764,2,mnist
42,learning_rate_decay / learning_rate_init,70.47599371719454,0.011528214124824281,2,mnist
43,learning_rate_decay / momentum,27.898205201747217,0.006377670364764413,2,mnist
44,learning_rate_decay / patience,2.54262697175902,5.886642537164931e-05,2,mnist
45,learning_rate_decay / resize_crop,0.30205838937503415,3.719868344259945e-05,2,mnist
46,learning_rate_decay / shuffle,0.06353375773598202,1.5064531919725169e-06,2,mnist
47,learning_rate_decay / tolerance,2.0439579072741623,5.538843730558595e-06,2,mnist
48,learning_rate_decay / vertical_flip,0.32596205769534947,1.763472696192762e-05,2,mnist
49,learning_rate_decay / weight_decay,7.171100084395761,2.973159810843417e-05,2,mnist
50,learning_rate_init / momentum,75.13783115702432,0.010719598838607331,2,mnist
51,learning_rate_init / patience,70.16426597798795,0.001352591115141706,2,mnist
52,learning_rate_init / resize_crop,63.900260599265536,4.211788374234447e-05,2,mnist
53,learning_rate_init / shuffle,64.73153037167336,4.256283811256763e-05,2,mnist
54,learning_rate_init / tolerance,69.71629769749963,0.00036216528086884897,2,mnist
55,learning_rate_init / vertical_flip,64.97400507189104,0.0004742444867971888,2,mnist
56,learning_rate_init / weight_decay,71.64500536295115,0.0013912622295876597,2,mnist
57,momentum / patience,25.89123340802847,0.0015504165063690955,2,mnist
58,momentum / resize_crop,22.536083861331036,4.236761035489725e-06,2,mnist
59,momentum / shuffle,22.077870922268502,2.4997922816622106e-05,2,mnist
60,momentum / tolerance,25.599769493037556,0.00026445395629889337,2,mnist
61,momentum / vertical_flip,22.096003637078283,0.0008643735952403968,2,mnist
62,momentum / weight_decay,29.93471705223564,0.0010397138115205088,2,mnist
63,patience / resize_crop,0.0,0.000786321579263489,2,mnist
64,patience / shuffle,0.0,2.255871649810902e-06,2,mnist
65,patience / tolerance,1.783389562315108,0.0001884061031185738,2,mnist
66,patience / vertical_flip,0.0,0.00037298921093138613,2,mnist
67,patience / weight_decay,7.086756578869327,0.0037050171818748543,2,mnist
68,resize_crop / shuffle,0.5856650609377709,1.9271356339706033e-06,2,mnist
69,resize_crop / tolerance,1.2596843515248963,2.445600452978002e-06,2,mnist
70,resize_crop / vertical_flip,0.8211403547770431,0.00010966502845317307,2,mnist
71,resize_crop / weight_decay,6.770385977217458,2.329538598270336e-05,2,mnist
72,shuffle / tolerance,0.6983955700335542,6.00179920029379e-08,2,mnist
73,shuffle / vertical_flip,0.2777282431098911,1.480019793518388e-06,2,mnist
74,shuffle / weight_decay,6.0519577893913095,4.344056953751908e-07,2,mnist
75,tolerance / vertical_flip,0.151350550815053,0.0003543036310247387,2,mnist
76,tolerance / weight_decay,6.515283574302089,7.155241994713692e-05,2,mnist
77,vertical_flip / weight_decay,6.587335247089541,0.0015580265793941376,2,mnist
0,batch_size,0.8389101709459155,0.001752469126242937,1,scmnist
1,epochs,5.980087382547914,0.009885820398047265,1,scmnist
2,horizontal_flip,0.022999569152432287,0.00040832351497088016,1,scmnist
3,learning_rate_decay,0.7612722306969886,0.0004960491138522487,1,scmnist
4,learning_rate_init,16.20328564472888,0.008742153797038238,1,scmnist
5,momentum,0.8145922764967466,0.0014615029490002698,1,scmnist
6,patience,1.7682574118627485,0.0029867252758404928,1,scmnist
7,resize_crop,0.10329395990496693,0.001271110173646789,1,scmnist
8,shuffle,24.15752404885447,0.8287697409299217,1,scmnist
9,tolerance,0.6241211266066671,0.001983144465452826,1,scmnist
10,vertical_flip,0.27185407433731257,0.0005969535018134566,1,scmnist
11,weight_decay,1.2369776336006808,0.003993681869097871,1,scmnist
12,batch_size / epochs,13.62726835202183,0.0062845345460118465,2,scmnist
13,batch_size / horizontal_flip,0.16247695075561808,2.3312646858303395e-05,2,scmnist
14,batch_size / learning_rate_decay,1.4170045408737124,0.0001309650538184102,2,scmnist
15,batch_size / learning_rate_init,24.555513670251663,0.0007200352991607757,2,scmnist
16,batch_size / momentum,1.7467599759087662,0.0003564427103503501,2,scmnist
17,batch_size / patience,2.572607149811077,0.000392713621879883,2,scmnist
18,batch_size / resize_crop,0.275587103397136,0.00018844660522363156,2,scmnist
19,batch_size / shuffle,24.91791499659069,0.002029304637729106,2,scmnist
20,batch_size / tolerance,2.956055482808054,0.0006629106590838707,2,scmnist
21,batch_size / vertical_flip,0.39554292286613446,1.8643309348637036e-05,2,scmnist
22,batch_size / weight_decay,3.8070918901922397,0.0002403360387478752,2,scmnist
23,epochs / horizontal_flip,0.6592599735181679,0.00041535270744915955,2,scmnist
24,epochs / learning_rate_decay,7.205304103276134,0.0005098106466659199,2,scmnist
25,epochs / learning_rate_init,44.362541085249106,0.004263034379205804,2,scmnist
26,epochs / momentum,7.679432316029498,0.0019758092043972563,2,scmnist
27,epochs / patience,7.676779774761457,0.001557040464951376,2,scmnist
28,epochs / resize_crop,0.15969859569451472,0.0010326735995212612,2,scmnist
29,epochs / shuffle,0.6164669229250777,0.015821129683398327,2,scmnist
30,epochs / tolerance,8.605977787615323,0.001012927856525323,2,scmnist
31,epochs / vertical_flip,0.5533037640892147,0.00032063272783518974,2,scmnist
32,epochs / weight_decay,6.926552980769891,0.0017242599347099554,2,scmnist
33,horizontal_flip / learning_rate_decay,0.7601258832533304,1.584232288358456e-05,2,scmnist
34,horizontal_flip / learning_rate_init,12.82948576099777,4.2545358413696474e-05,2,scmnist
35,horizontal_flip / momentum,0.8573114314080854,3.144103507707778e-05,2,scmnist
36,horizontal_flip / patience,1.828581746581861,3.212678059433402e-05,2,scmnist
37,horizontal_flip / resize_crop,0.2493988331631698,0.0003201535118336746,2,scmnist
38,horizontal_flip / shuffle,24.235319875323533,0.000244767529144559,2,scmnist
39,horizontal_flip / tolerance,0.6667172211570787,2.810934606092013e-05,2,scmnist
40,horizontal_flip / vertical_flip,0.29485364348973775,1.3152401914028037e-06,2,scmnist
41,horizontal_flip / weight_decay,1.2586532482679686,6.295004270680761e-06,2,scmnist
42,learning_rate_decay / learning_rate_init,13.585871257663612,0.00013253845849804077,2,scmnist
43,learning_rate_decay / momentum,1.521571325566967,4.34311065169072e-05,2,scmnist
44,learning_rate_decay / patience,2.4599334255684795,5.7286685817280834e-05,2,scmnist
45,learning_rate_decay / resize_crop,0.44166514086005293,2.00451338869161e-05,2,scmnist
46,learning_rate_decay / shuffle,22.65644550565314,0.0004988084356187112,2,scmnist
47,learning_rate_decay / tolerance,1.6469177438946403,0.00010494172784341538,2,scmnist
48,learning_rate_decay / vertical_flip,0.45460303050023043,4.2887251597064954e-07,2,scmnist
49,learning_rate_decay / weight_decay,1.6000853009657519,3.2186122915244593e-06,2,scmnist
50,learning_rate_init / momentum,16.461092840071387,0.0010529880419269735,2,scmnist
51,learning_rate_init / patience,15.024601065054803,9.141822777100533e-05,2,scmnist
52,learning_rate_init / resize_crop,10.030615065145476,0.00016311629907367358,2,scmnist
53,learning_rate_init / shuffle,25.76712929298766,0.008516736646971411,2,scmnist
54,learning_rate_init / tolerance,21.065715726909417,0.0001467565701532821,2,scmnist
55,learning_rate_init / vertical_flip,12.68499321991112,0.0018746812992789309,2,scmnist
56,learning_rate_init / weight_decay,13.318028671099682,0.0013967186328275316,2,scmnist
57,momentum / patience,2.476185248073115,6.782344511041728e-05,2,scmnist
58,momentum / resize_crop,0.9365416831243323,0.00010379371489884452,2,scmnist
59,momentum / shuffle,25.276736640392045,0.0013267146328721903,2,scmnist
60,momentum / tolerance,1.5787138006498438,0.00011181346365459965,2,scmnist
61,momentum / vertical_flip,1.0871111281953034,7.970966772776719e-06,2,scmnist
62,momentum / weight_decay,2.035710710351715,0.00043666698859262974,2,scmnist
63,patience / resize_crop,0.0,0.0014913883563423998,2,scmnist
64,patience / shuffle,0.0,0.002172075935624783,2,scmnist
65,patience / tolerance,2.1938390219296906,0.00033908085437639945,2,scmnist
66,patience / vertical_flip,0.0,3.5752808720008546e-06,2,scmnist
67,patience / weight_decay,2.9618427427326637,0.00026073783481823405,2,scmnist
68,resize_crop / shuffle,24.291595312806514,0.0005804906049667123,2,scmnist
69,resize_crop / tolerance,0.924650401181907,0.0016063929161291973,2,scmnist
70,resize_crop / vertical_flip,0.3751480342423079,1.3488949764873041e-05,2,scmnist
71,resize_crop / weight_decay,1.3799397802980238,0.0009190796228827922,2,scmnist
72,shuffle / tolerance,25.996782274317233,0.0031993146755533498,2,scmnist
73,shuffle / vertical_flip,24.52041780149448,0.0007075233208800169,2,scmnist
74,shuffle / weight_decay,25.6998361094592,0.0032749583712871856,2,scmnist
75,tolerance / vertical_flip,0.40877300709535547,2.9212346248684734e-06,2,scmnist
76,tolerance / weight_decay,2.3635880479891185,0.0001609442674672578,2,scmnist
77,vertical_flip / weight_decay,1.442521539139193,7.936705814490355e-07,2,scmnist
0,batch_size,4.130398315738859,0.0613236954220961,1,svhn
1,epochs,24.27339950630467,0.1294304700299713,1,svhn
2,horizontal_flip,3.4990964759256116,0.06618770119341545,1,svhn
3,learning_rate_decay,2.648474114229245,0.03553323400198029,1,svhn
4,learning_rate_init,63.00398404662275,0.09698588568761855,1,svhn
5,momentum,2.8646481383765803,0.01555059516253953,1,svhn
6,patience,0.8102896715285226,0.004840521493061464,1,svhn
7,resize_crop,0.3584763827158639,0.0020495647565982405,1,svhn
8,shuffle,0.14263055560950022,0.0015750455744974509,1,svhn
9,tolerance,0.31883676103157654,0.0007306431468337004,1,svhn
10,vertical_flip,1.591262415261511,0.015964394385430358,1,svhn
11,weight_decay,1.8940252395163526,0.014522845285891175,1,svhn
12,batch_size / epochs,51.773359696518106,0.08631282539955804,2,svhn
13,batch_size / horizontal_flip,5.783444258516894,0.013107640501980128,2,svhn
14,batch_size / learning_rate_decay,6.6712332147733235,0.003202913082990755,2,svhn
15,batch_size / learning_rate_init,68.04162016838994,0.013376294241452072,2,svhn
16,batch_size / momentum,7.2579859717755255,0.004013871521748922,2,svhn
17,batch_size / patience,4.902804890806408,0.007338476731168487,2,svhn
18,batch_size / resize_crop,2.5313832200229456,0.0011051483733648323,2,svhn
19,batch_size / shuffle,2.2977041220098045,2.9609436368520535e-05,2,svhn
20,batch_size / tolerance,4.4409044818007715,0.0010741420445558856,2,svhn
21,batch_size / vertical_flip,3.8380330021322493,0.0024337698682919033,2,svhn
22,batch_size / weight_decay,5.789069938450552,0.008157393320780236,2,svhn
23,epochs / horizontal_flip,0.11564539612393787,0.013711293787740896,2,svhn
24,epochs / learning_rate_decay,28.64185437996941,0.0038974284999944834,2,svhn
25,epochs / learning_rate_init,77.97528235881086,0.018458819994927086,2,svhn
26,epochs / momentum,31.634580823410147,0.015341741259811761,2,svhn
27,epochs / patience,26.47512697504237,0.003893241805984966,2,svhn
28,epochs / resize_crop,0.1718332783569707,0.0002635945217924506,2,svhn
29,epochs / shuffle,0.1422513123587521,0.00042319403180265426,2,svhn
30,epochs / tolerance,25.389888777449528,0.0009494825963808407,2,svhn
31,epochs / vertical_flip,0.06536524457339965,0.0037196125040599264,2,svhn
32,epochs / weight_decay,25.84708044063143,0.005110736287536312,2,svhn
33,horizontal_flip / learning_rate_decay,6.344116548178974,0.0021071597756646193,2,svhn
34,horizontal_flip / learning_rate_init,64.12164250245176,0.07264363960492011,2,svhn
35,horizontal_flip / momentum,6.253231625260895,0.0016140783798615677,2,svhn
36,horizontal_flip / patience,3.918251478856078,0.00119229471428196,2,svhn
37,horizontal_flip / resize_crop,3.8575728586414897,0.00021320951586915627,2,svhn
38,horizontal_flip / shuffle,3.641727031535126,1.7614233696894665e-05,2,svhn
39,horizontal_flip / tolerance,4.190637919596469,0.0005816808870306506,2,svhn
40,horizontal_flip / vertical_flip,5.090358891187094,0.011680315986211658,2,svhn
41,horizontal_flip / weight_decay,5.464676491063415,0.007142660406335146,2,svhn
42,learning_rate_decay / learning_rate_init,65.1323508536326,0.0004200047795482078,2,svhn
43,learning_rate_decay / momentum,4.546831240864051,0.010026623552322644,2,svhn
44,learning_rate_decay / patience,3.5150831536991376,0.00011661640192772896,2,svhn
45,learning_rate_decay / resize_crop,0.19324523268656435,1.0093700410898396e-05,2,svhn
46,learning_rate_decay / shuffle,0.31010396971267085,3.056478123754929e-06,2,svhn
47,learning_rate_decay / tolerance,2.96813923338064,6.241588427384105e-05,2,svhn
48,learning_rate_decay / vertical_flip,1.6879230893629824,0.00032448513700694096,2,svhn
49,learning_rate_decay / weight_decay,4.726190606634049,0.00012559523418023515,2,svhn
50,learning_rate_init / momentum,68.14663517402352,0.00505662738878136,2,svhn
51,learning_rate_init / patience,64.1880829514938,0.00042377536292779783,2,svhn
52,learning_rate_init / resize_crop,57.744510044519146,0.00039008695485573744,2,svhn
53,learning_rate_init / shuffle,57.40689425628579,0.007995019612207669,2,svhn
54,learning_rate_init / tolerance,63.86436430787245,0.00023072405663140955,2,svhn
55,learning_rate_init / vertical_flip,57.93838735782884,0.0038721722131010213,2,svhn
56,learning_rate_init / weight_decay,65.27424350465373,0.001422564914350776,2,svhn
57,momentum / patience,3.450335803746242,0.004987156893023685,2,svhn
58,momentum / resize_crop,3.209657702019854,0.0003771976848343099,2,svhn
59,momentum / shuffle,2.8854721599231965,1.0390732443803e-05,2,svhn
60,momentum / tolerance,3.285367985141633,0.0005702601350814753,2,svhn
61,momentum / vertical_flip,4.287206089657744,0.0011031482112984253,2,svhn
62,momentum / weight_decay,5.062707022745997,0.0005167386732647674,2,svhn
63,patience / resize_crop,0.0,8.269058046522803e-05,2,svhn
64,patience / shuffle,0.0,3.464022227023818e-06,2,svhn
65,patience / tolerance,1.016784306247743,6.22116479537352e-05,2,svhn
66,patience / vertical_flip,0.0,0.0003898733138913856,2,svhn
67,patience / weight_decay,2.562153621150685,0.0007994125042387313,2,svhn
68,resize_crop / shuffle,0.5011069383253641,8.378913983651563e-07,2,svhn
69,resize_crop / tolerance,0.7624748016129104,0.0001244425585826681,2,svhn
70,resize_crop / vertical_flip,1.949738797977389,3.227347054923725e-05,2,svhn
71,resize_crop / weight_decay,2.249878461188132,0.0001091096455543111,2,svhn
72,shuffle / tolerance,0.45326852037929655,5.702928402525117e-07,2,svhn
73,shuffle / vertical_flip,1.7338929708710538,1.0725736748571098e-05,2,svhn
74,shuffle / weight_decay,2.0157087133920726,6.032186100929445e-06,2,svhn
75,tolerance / vertical_flip,0.06678833751497848,4.907580754567569e-05,2,svhn
76,tolerance / weight_decay,2.1153046915645177,8.814221729897012e-05,2,svhn
77,vertical_flip / weight_decay,3.6415177421012004,0.0014718806958206833,2,svhn
0,batch_size,4.796096085822569,0.04146521487099741,1,stl10
1,epochs,32.642166685745885,0.11702311942768095,1,stl10
2,horizontal_flip,0.2933463717430911,0.0022620112978732083,1,stl10
3,learning_rate_decay,8.307280095319904,0.002312729104336945,1,stl10
4,learning_rate_init,37.415326546832226,0.1330231103890736,1,stl10
5,momentum,2.548532249580468,0.016662619251109977,1,stl10
6,patience,5.031258937279468,0.041726475758104974,1,stl10
7,resize_crop,2.5764032281978686,0.018743325605173135,1,stl10
8,shuffle,0.36634157532442657,0.0012717789738854405,1,stl10
9,tolerance,2.609875196492176,0.004134943371904289,1,stl10
10,vertical_flip,1.2646349835134885,0.0036315099849701417,1,stl10
11,weight_decay,14.941606537671369,0.15347181958496353,1,stl10
12,batch_size / epochs,42.58125046260079,0.021215342517815095,2,stl10
13,batch_size / horizontal_flip,2.256007296135934,7.115246349208458e-05,2,stl10
14,batch_size / learning_rate_decay,12.497246369716144,0.0014224842953292815,2,stl10
15,batch_size / learning_rate_init,43.574275181486485,0.006285160072291366,2,stl10
16,batch_size / momentum,6.843121530966748,0.0039426990833284275,2,stl10
17,batch_size / patience,9.659439139259952,0.020863324853310754,2,stl10
18,batch_size / resize_crop,4.818665744350369,0.001776075628433368,2,stl10
19,batch_size / shuffle,2.180943575112863,0.0018868609670745478,2,stl10
20,batch_size / tolerance,6.40399996381548,0.0019427159181972442,2,stl10
21,batch_size / vertical_flip,2.653988637414109,0.0025214664131081987,2,stl10
22,batch_size / weight_decay,18.180097130767926,0.03499379349921622,2,stl10
23,epochs / horizontal_flip,0.09198675120060784,0.00039094708686142625,2,stl10
24,epochs / learning_rate_decay,34.97987643214995,0.0005327831591784024,2,stl10
25,epochs / learning_rate_init,49.702121959969595,0.018486424048735524,2,stl10
26,epochs / momentum,34.52002354496527,0.006272741821510729,2,stl10
27,epochs / patience,37.355055221444864,0.009893033278544147,2,stl10
28,epochs / resize_crop,0.10240551956575317,0.0024475667899906497,2,stl10
29,epochs / shuffle,0.1495504127104894,0.0008343466436402068,2,stl10
30,epochs / tolerance,35.140523833559264,0.0006298752685124187,2,stl10
31,epochs / vertical_flip,0.04418584393000913,0.000992524855444057,2,stl10
32,epochs / weight_decay,45.38000701306703,0.02559334315252535,2,stl10
33,horizontal_flip / learning_rate_decay,8.399562208405072,3.4240091865259285e-06,2,stl10
34,horizontal_flip / learning_rate_init,37.692874183975455,0.0001006204533812418,2,stl10
35,horizontal_flip / momentum,2.7285569625483532,0.00028898507182399186,2,stl10
36,horizontal_flip / patience,5.253521057287628,0.0005372097877352708,2,stl10
37,horizontal_flip / resize_crop,2.9741730131647444,0.0021161585409906337,2,stl10
38,horizontal_flip / shuffle,0.6596879470675105,0.00014561379885001888,2,stl10
39,horizontal_flip / tolerance,2.4403774423024984,2.7415224616996695e-07,2,stl10
40,horizontal_flip / vertical_flip,1.5579813552566009,3.78178220121516e-05,2,stl10
41,horizontal_flip / weight_decay,15.235624089678822,0.0008487810095518251,2,stl10
